AHRR,ADIRF-AS1,ADRA2A,AK8,APCDD1L,B3GALT2,BMP7,CDKN1C,CHI3L1,CLEC10A,COL5A1,CRACR2B,CTTNBP2,DSC2,DSTNP2,FANK1,FGD5,FSTL1,GCNT3,GYS2,H19,KCNJ2-AS1,KIT,LHX8,LINC00599,LRRN3,MAGI2-AS3,MIR4697HG,MMP3,MOG,MYO1E,NR4A1,NR4A2,NT5C1A,P2RY12,P2RY6,PACRG-AS1,PID1,PLA2G4C,PTGFR,RAD52,SASH1,SCIN,SEMA6B,SHISA6,SLC25A20,SPAG6,SPRY2,ST6GALNAC1,SYCE1L,TCEB3B,TIMM8A,TMEM163,TMTC1,TPPP3,TREM2,TYR,VSIG4,ZNF618,ZP4
4.8829139999999995,6.130883,4.24739,5.241896,4.716778,5.913279,4.734739,6.943384,9.372461999999999,7.120342,4.5147010000000005,6.217467,3.9887839999999994,5.7204180000000004,6.2340160000000004,6.980482,4.733114,4.644583,4.557415,3.414619,5.193517,4.371218,5.127313,3.782853,5.430236,9.025221,4.134358,6.111190000000001,4.3269269999999995,4.139062,6.008732,5.569399,4.204706,4.693678,4.394221,6.617133,4.410384,7.691474,5.010075,3.8711379999999997,6.504797,6.305159,4.163929,5.643448,3.6963529999999998,8.041798,4.313711,4.377919,4.812730999999999,6.189882,5.362197,5.687678,4.483428,5.238792,6.545527,4.758761,4.397762,5.984127,5.628603,4.346762
4.044065,5.441254,4.747104,4.505329,5.348152,5.325419,4.6142650000000005,7.1881770000000005,9.729028999999999,6.8233690000000005,4.550189,5.42811,3.770796,7.383647,6.689144000000001,6.022545,4.664417,6.579028,4.4721150000000005,3.26626,5.084526,4.869707,6.193408,3.404067,4.761337999999999,7.764305,4.778599,6.116318,4.273011,4.120309,6.129491000000001,6.200019,4.931322,4.619143,5.5955580000000005,6.1355830000000005,4.284991000000001,7.200758,4.677937,3.8906449999999997,5.888391,5.372097,4.061416,5.708425,3.437036,7.981075,4.972511,4.751635,5.039464,5.7894,5.441438,6.080329,4.790866,3.769239,7.08595,4.408976,4.400509,5.897583999999999,5.574498,4.233709999999999
4.329128,5.856947,4.2115730000000005,4.556379,4.727908,4.84647,4.98029,7.258389,11.438717,7.095624000000001,4.55433,5.5704839999999995,4.032776999999999,5.90794,6.663566,6.132414,4.815259999999999,5.740616999999999,4.583214,3.212168,5.575262,4.444889,5.516335,3.574995,4.616043,6.591674,4.352332,5.672666,4.6684589999999995,4.05754,6.096541,5.696603,4.890838,4.960621,4.545966,6.022437,4.799971,7.40477,6.529221,4.165997,6.321882,5.456062999999999,4.262726,5.3216589999999995,3.5651010000000003,7.829532,4.478634,4.191739,4.344655,5.483226,5.65032,5.093182,4.624942,4.9481209999999995,7.545953999999999,4.901456,4.605081,6.126766,5.530587000000001,4.354262
4.1067089999999995,5.258415,5.4764040000000005,4.605192,4.579617,4.984336,4.75057,6.372637,10.986267,6.840514999999999,4.682825,5.81289,4.392175,6.295491,6.442551,6.864594,4.774166999999999,6.337547,4.567468,3.327442,5.273556,5.463299,6.424402,3.624518,4.804404,7.5999300000000005,4.546304,5.669811,4.297191000000001,4.1031010000000006,5.612788,5.778982,5.000883,4.555868,5.824895,5.946916000000001,4.282508999999999,7.166734,5.751672,3.994096,5.623861,5.21629,4.2168589999999995,5.457161,3.670437,7.983836999999999,5.078708,4.491382,4.26126,6.003042,5.469681,4.277543,4.904513,3.981017,6.988123,4.801605,4.400103,5.9207220000000005,5.610564,3.972265
6.24377,6.006632,5.098343,3.931663,4.731219,5.79976,4.51384,6.371817,11.980683,7.014214999999999,4.528658,6.496611,4.928917,7.1024449999999995,6.828867999999999,6.466601,4.756234,5.288874,4.574075,3.479682,5.63274,5.885082,5.843795,3.5988160000000002,5.302846,9.075911,4.227314,5.763781,4.418593,4.132624,5.417927,5.726694999999999,4.673234,4.762931,4.6242540000000005,6.709642,4.175821,7.971494,5.753181,4.377872,6.058846,6.559688,4.023714,5.651679,3.850953,8.647689,4.855418,4.634425,5.321185,5.563825,5.306807,5.908019,4.825087,4.7949209999999995,6.187515,4.790336,4.415886,6.712174,5.355993,4.111422
4.568416,5.727798,5.0285839999999995,4.410589,4.502736,5.297353,4.6706449999999995,6.558597,11.891337,6.842846000000001,4.46138,5.945455,3.964294,6.180473,6.144044999999999,6.4672529999999995,4.827796,6.2625589999999995,4.339783000000001,3.3707339999999997,4.790737,5.658603,5.523244,3.652075,4.865867,8.014441,4.39542,6.907839999999999,4.1322,4.1428080000000005,5.938122,5.067305999999999,4.438665,4.9430309999999995,4.745458,6.440111,4.284305000000001,7.030494,6.070821,4.27579,5.663104,5.6760589999999995,3.854196,5.506844,3.746154,7.794109,4.819879,4.452291000000001,5.648318,6.305118,5.087388,5.31201,4.659189,5.545848,6.139983,4.4934959999999995,4.5175220000000005,5.812713,5.285227,4.221501
4.249148,5.379777,4.781676,4.907411,4.656143,4.085083999999999,4.682028,7.4201619999999995,10.688103,6.75788,4.627587999999999,5.631597,4.195276,6.16591,6.112447,6.883000999999999,4.880332,5.686958,4.63225,3.445918,5.225781,5.058372,5.0022150000000005,3.581389,4.7495650000000005,6.885249000000001,4.303259,6.089389,4.456849,4.1409720000000005,5.7588989999999995,6.335165,4.5631330000000005,4.9932669999999995,4.556948,6.485040000000001,4.597408000000001,7.411928,5.617071,3.999772,6.129747,6.327443,4.128289,5.425501000000001,3.7664690000000003,7.785792999999999,4.297976,4.5472209999999995,4.66489,5.602005999999999,5.276717,5.488568,4.315405,5.798039,7.381125,4.75508,4.513228,6.463259,6.031813,4.19215
4.321949,5.754887999999999,4.866551,4.171313,4.71235,5.222238,4.657317,7.395958,10.880768,6.5227949999999995,4.633677,5.6066720000000005,3.835609,6.674467999999999,6.6756850000000005,6.684456,4.775243,5.727773,4.34625,3.384269,5.567319,5.6853739999999995,5.207757,3.6435449999999996,4.554801,7.2868960000000005,4.48123,6.191714,4.347375,3.9453300000000002,5.991891000000001,6.5897179999999995,5.026619999999999,4.482848000000001,5.479814,6.182444,4.158404,7.314603999999999,6.867611999999999,4.084987,5.762112,5.941834,4.20458,5.5254959999999995,3.475003,8.357085000000001,4.4609879999999995,4.403538,5.453285,5.727337,5.413498000000001,5.545719,4.519548,5.176523,7.564475999999999,4.302589,4.514762999999999,5.1474660000000005,5.48024,3.970511
4.985856,5.442399,4.208911,5.347179,4.9068190000000005,5.349112,4.879617,6.973304,11.488313,7.252198,4.784944,6.41591,4.610785,7.098591000000001,6.847786,7.0798,4.546928,4.76171,4.387499,3.543568,6.107991,4.995735,5.655892,3.528307,6.3591690000000005,8.437467999999999,4.20421,6.516858,4.296608999999999,4.073646,5.688514,5.516176000000001,4.934742,4.812787999999999,4.339539,6.240307,4.436787000000001,7.520658,5.429314,4.093151,5.937201,6.840485,3.9923800000000003,5.6398150000000005,3.512773,8.439463,4.540024,4.592573000000001,4.470624,6.197568,5.27556,4.550448,4.255873,5.313275,7.293259,4.652925,4.354972,5.639734,5.4380440000000005,4.278099
4.496405,5.79033,5.25508,4.880916,4.861571,4.447037,4.783281,6.68317,11.768619000000001,7.228728,4.623931,6.880845,4.410122,6.956214,6.216728,6.079694,4.821362000000001,6.484415,4.675093,3.290166,5.489937,4.985398,5.152378,3.476431,4.838508999999999,7.947131,4.572058999999999,5.58305,4.30173,4.018825,6.041926999999999,5.502726999999999,4.431273,4.904908,4.265926,5.934740000000001,4.514778,7.128224,5.409663,4.28646,5.367243,5.709198000000001,4.060378,5.741198000000001,3.520165,8.144418,4.251361,3.7210339999999995,4.631265,6.109827,5.330515,4.622619,4.596906,5.866739,6.572991,5.097353,4.448386,7.876987,5.2794360000000005,4.115482
4.694608000000001,5.428383,5.249037,4.880578,4.625582,5.805605,4.6839830000000005,6.652039,10.785651,6.807825,4.752376,6.194863,4.046501,7.081217,6.761996000000001,6.290259,4.8136529999999995,5.89074,4.494987,3.398908,4.840859,5.403608999999999,6.243889,3.4632680000000002,4.493501999999999,7.741998,4.037667,6.014632,4.403798999999999,3.986816,5.914229,5.4471680000000005,4.16798,4.86551,5.077942,6.591313,4.423728,7.653486999999999,4.945867,4.233395,6.486599,5.959795,4.041196,5.4467300000000005,3.808694,7.977149000000001,4.293626000000001,4.411242,5.302809,6.083079,5.111667,5.745991,4.613126,5.1432269999999995,7.238475,4.770581,4.690887,6.1337589999999995,5.284114,4.1235040000000005
4.214955000000001,5.717306,5.911026000000001,5.5174129999999995,4.962818,3.856813,4.901363,7.595713000000001,11.356079,7.175660000000001,4.722553,6.957496000000001,3.665774,6.30002,6.184215,5.979757,4.796808,6.427115000000001,4.711679,3.4493150000000004,5.476191,4.460262999999999,5.310261,3.563421,4.8658790000000005,6.841767,4.6781440000000005,5.821764,4.182055,4.1486339999999995,6.045858,6.217072,5.010331,4.785896,4.579254,6.259519,4.607562000000001,7.515077000000001,5.743917,3.851368,5.776922,5.647854,4.26222,5.4897160000000005,3.529372,8.105075,4.27215,3.793538,5.195456,5.771523999999999,5.607874,4.443382,4.508442,5.538423000000001,7.453542,4.809855000000001,4.5956269999999995,6.406244999999999,5.671094,4.34762
4.419536,6.182643,4.454331,4.777893,5.325849,4.275862,4.77798,7.5000160000000005,11.249771,6.916672,4.5989510000000005,5.604899,3.530563,5.927087,6.270719000000001,5.957984,4.747433,5.693043,4.502164,3.507105,5.496393,4.041514,5.209767,3.4958089999999995,4.796426,7.0848130000000005,4.277880000000001,6.489167,4.190015,4.0477620000000005,5.607593,5.9679660000000005,4.451512999999999,4.738575,4.428242,6.1857169999999995,4.344582,7.318964,5.671558999999999,3.883571,6.022639,5.624496,4.057018,5.379856,3.5892239999999997,7.659232,4.4335510000000005,4.645557,4.779847,6.287737,5.25513,4.54243,4.503229,5.315665,7.149553,4.776413,4.400271,6.667349000000001,5.625175,4.275844
4.846044,5.727461,4.718807,4.6155919999999995,4.824203,6.079979,4.554332,6.740715,10.622371000000001,6.881861,4.553033,5.358084,4.615495,5.81659,6.463846,7.486548,4.832454,5.324147,4.5442290000000005,3.609039,4.766157,5.754779,6.455788,3.7180940000000002,5.160124,8.920883,4.211807,7.059758,4.298296,4.117872,5.68391,5.7441889999999995,4.695737,4.688966000000001,4.695938,6.329212999999999,4.241837,7.481632,5.248283,4.044207,5.680357,5.927544,4.0293470000000005,5.27006,3.7297879999999997,8.437654,4.482145,4.967879,5.165744,6.0678790000000005,5.313528,5.016516,4.545162,4.958805,6.876303999999999,4.607554,4.379919,6.391588,5.26388,4.105352
4.404825,6.242657,4.632528,4.707591000000001,4.840143,5.792263,4.661914,7.263372,11.825528,6.523321,5.038833,6.433911,3.6551489999999998,5.530221,6.46475,5.738662000000001,4.704238,6.012745,4.642873000000001,3.346711,5.29234,4.7979709999999995,6.469695,3.5289059999999997,4.7362459999999995,7.083237,4.48306,6.03404,4.113462999999999,4.113287000000001,6.059062,5.829174,4.147678,4.508966,5.22808,6.166368,4.281662,7.116549000000001,5.500837000000001,3.7794230000000004,5.947882,5.57815,4.080058999999999,5.4098489999999995,3.551908,7.856683,4.427354,4.5704910000000005,4.868155000000001,6.107533999999999,5.155228,4.763655,4.848335,4.919391,6.595236,4.714905,4.4386470000000005,5.208863,5.7123919999999995,4.161791
5.4101300000000005,5.988615,5.366409,5.118386,4.816829,4.866438,4.688794000000001,6.900532000000001,11.265581,6.6837979999999995,4.642688,6.511356,3.966122,6.560436999999999,6.279507,6.5746839999999995,4.734769,5.692577,4.7797089999999995,3.444689,5.470338,4.791691999999999,5.3008239999999995,3.4293080000000002,4.967803,9.600228,4.507614,7.048491,4.166866000000001,3.9942050000000004,5.938999,5.7706230000000005,4.572972,4.823919,4.704262,6.612921000000001,4.351265,7.752839,7.043175,4.320745,5.81605,6.037065,4.184678,5.787841,3.710464,8.302980999999999,4.594979,3.963631,5.646998,5.85745,5.205627,5.614392,4.403053,6.068493,6.819139999999999,4.673407,4.6032519999999995,5.452033999999999,5.238241,4.206106
4.440631,5.532779,5.3345769999999995,5.2259720000000005,5.082841999999999,3.8484910000000006,4.989687,7.326447,11.758555,6.714786,4.775016,5.462503,3.5188339999999996,5.246672,6.428473,5.873511,4.696283,6.123844,4.616093,3.313162,5.173567,5.178514,5.268522,3.5372489999999996,4.737786,6.482227,4.286948000000001,6.153975,4.254548000000001,4.0049529999999995,5.790961,5.617065,4.539242,4.95029,4.902761,6.398119,4.169656,7.381678,5.126887,3.971768,5.927739,5.969114,4.2090309999999995,5.408168,3.590901,7.473807000000001,4.374912999999999,3.683124,4.27646,5.949643,5.359164,4.963951,4.707998,3.9552699999999996,6.792724000000001,4.9904980000000005,4.472835,5.259868,5.408491000000001,4.526658
5.344587000000001,5.728354,4.025486,5.136981,4.878067,5.641567,4.934831,6.871336,10.122378,6.94188,4.3275559999999995,5.91424,4.591932,7.251677000000001,6.562964,6.256349,4.901339,4.801282,4.56476,3.555886,5.010229,5.825889,6.058337,3.57243,4.766306,7.901936999999999,4.274277,6.32705,4.182766,4.014365,5.469393,5.6287720000000006,4.567583,4.730158,4.882915000000001,5.932103,4.056297,7.458100999999999,6.370141,4.154554,5.656033,5.488011,4.021451,5.442662,3.71415,8.188661,4.766866,4.938926,4.674695,5.9259319999999995,5.209207,5.29418,4.924657,6.040422,6.605239,4.40953,4.570475,5.7427529999999996,5.045249,4.292836
4.573415,5.643212,4.765996,4.6090349999999995,4.7347790000000005,4.546392,4.869639,7.448638000000001,11.458456,6.530029,4.602343,6.142231,3.4863199999999996,6.4028730000000005,6.556609,5.115279,4.780172,5.493365,4.685511,3.52275,5.4026819999999995,5.555961,5.992819,3.445127,4.4430629999999995,6.992839,4.236914,5.729817,4.427619,4.254803,5.665734,5.578901999999999,4.790845,5.017685,5.513077,6.433914,4.647812,7.145772,4.78827,3.8749290000000003,5.752948,5.574212,4.121519,5.372085,3.5379400000000003,7.769075999999999,4.376165,5.0548269999999995,5.151211,6.1611650000000004,5.2967260000000005,4.643287,4.931973999999999,5.74223,6.944883,4.824433,4.471030000000001,6.188962999999999,5.647993,4.280939
4.754508,5.631227,4.962171,5.058141,4.848651,4.171579,4.723536,7.048118,11.768769,6.783297999999999,4.518997,6.043053,3.967636,5.625214,6.451833000000001,5.567571,4.960397,6.318444,4.471585,3.427541,4.81395,5.622128,4.737926,3.5544089999999997,5.083238,8.8466,3.605944,6.912439999999999,4.424412,3.974208,5.970343,5.540583,4.6828,4.844782,4.878101999999999,6.786147,4.4019900000000005,7.929428999999999,4.802147,3.9592650000000003,6.497447,6.503389,3.928207,5.742972,3.5900790000000002,7.921913000000001,4.211367,3.90731,5.506495,6.157976000000001,5.306869,5.0707,4.684581,4.028341999999999,6.970917999999999,4.497713,4.398267,6.432787,5.55535,4.266378
5.300166,6.37749,4.672845,5.70824,5.010255,4.87603,4.850727,6.95973,10.231502,7.562442999999999,4.757167,6.317255,4.079815,5.655292,6.553271,6.860397,4.7340599999999995,4.839283999999999,4.480272,3.3642199999999995,4.731883,4.399135,5.223844000000001,3.6305419999999997,5.56096,9.182324000000001,3.96104,6.743545,4.322867,4.060536,6.066633,5.729806,4.6240879999999995,4.811274,4.5973120000000005,7.092425,4.363069,8.206382000000001,4.6654599999999995,3.7641699999999996,5.82468,6.846535,4.147833,6.113805999999999,3.5583169999999997,7.956616,4.369146,3.996296,5.436780000000001,5.871654,5.379189,5.157401999999999,4.218229,5.262098,6.814155,4.625196,4.382512,6.458455000000001,5.593985,4.337209
4.584890000000001,6.131556,4.75625,5.281075,4.897123000000001,4.2707120000000005,4.813285,6.856808999999999,11.537074,7.296367,4.764414,6.476309,3.8002089999999997,6.9517940000000005,6.185176,6.153847,4.883568,4.763816,4.592687000000001,3.417464,5.019214,5.2395760000000005,5.356791,3.46526,4.9946720000000004,7.603617,4.133724,5.969113,4.254839,4.02137,5.996306,5.5228470000000005,4.55906,4.878655999999999,4.892748,6.933874,4.552594,7.996910000000001,6.094752,4.11629,5.837813,6.488454,4.069948999999999,5.777655,3.6240870000000003,7.839898,4.442449,4.104764,5.063376,5.778651,5.073071,4.958876,4.383964,5.373784,7.180210000000001,5.002765,4.616048999999999,6.9333350000000005,5.557772,4.200912000000001
4.549061,5.4490940000000005,5.209326,5.072603,5.048364,4.5028239999999995,4.696121,7.229482000000001,9.898435000000001,6.779108,4.567817,6.322927,3.4615949999999995,6.574511,6.892253999999999,5.656807,4.7903199999999995,5.3434610000000005,4.810326,3.299246,5.129037,6.042239,6.067741000000001,3.4391230000000004,5.1408760000000004,7.486783999999999,4.463753,6.430773,4.383487000000001,4.040001,5.522812,5.878508999999999,4.902997,4.705426999999999,4.920997,6.287338,4.513298000000001,7.574636,4.761128,3.8354660000000003,5.715726999999999,5.545391,3.923253,5.5781540000000005,3.512117,8.217227000000001,4.719189,4.750474,5.5890010000000006,6.263075,5.537332,4.6046059999999995,5.042373,4.401539,6.683456,4.803506,4.525628,6.138175,5.116153,4.238398
4.497553,6.465558000000001,4.888308,4.913773,4.950975,4.866733999999999,4.789803,7.27037,11.635645,6.931727,5.023704,6.345883000000001,3.547568,6.812736,6.404795,6.898535000000001,4.905735,5.300056,4.823176,3.346867,4.878947,5.237823000000001,5.352579,3.467651,4.797927,8.836426,4.250829,6.094353,4.5991610000000005,3.9414339999999997,5.705039,5.700611,4.3615699999999995,4.640459,4.225316,6.441132,4.444896,7.7192110000000005,4.727379,3.950935,5.840014,6.636311,3.889932,5.565888,3.778892,7.911148,4.418429,4.3582410000000005,4.907430000000001,6.3726769999999995,5.213508,5.380802,4.299405,4.259842,6.850206,4.775037,4.466076,6.419575,5.224063,4.124441
4.264130000000001,5.946181,4.8099620000000005,4.571764,4.870447,4.146424,4.764442,7.516074000000001,11.31893,6.590439999999999,4.814415,6.003359,4.048619,6.430391999999999,6.562011999999999,5.912955999999999,4.9088199999999995,7.239952000000001,4.843333,3.29186,5.683504,4.68489,5.221323,3.7721129999999996,5.040608,7.393072,4.262039,6.046476999999999,4.346194000000001,4.219309,6.000531,6.202365,4.474496,4.918181,5.337635,6.110002,4.474143,7.043533,5.748735,3.9441319999999997,5.8288400000000005,5.469474,4.132768,5.6717379999999995,3.47361,7.9967429999999995,5.200261,3.795153,5.188483,5.715158,5.626669000000001,4.992464,4.9498,5.226731,7.577623,4.989743,4.632868,6.330721,5.500489,4.299618
4.2307120000000005,5.62993,5.220883000000001,5.336263,5.0405,4.858361,4.751149,7.2243949999999995,12.254802,6.778728,4.753255,5.91124,3.7475160000000005,5.233185,6.242333,6.3703330000000005,5.002354,6.252332,4.695661,3.4103519999999996,5.07175,4.939007,5.726838,3.5961980000000002,4.813555,7.205006,4.4652449999999995,6.115368,4.188022,4.131062,5.991723,6.093599,4.410851999999999,4.810642,4.671026,6.101001999999999,4.721593,7.566375,6.351773000000001,4.021199,6.085271,5.878966,4.13921,5.429982,3.7213849999999997,7.961105,4.511340000000001,4.774386,5.214017,6.192064,5.391682,5.022659,4.882682,5.58044,6.996180000000001,4.328837,4.566466999999999,6.000306,5.736061,3.942735
4.33217,5.98187,5.080013,4.8598040000000005,4.931983,4.2806239999999995,4.648135,7.152363,11.377937,6.772781,4.799247,6.365184999999999,4.029054,6.316078,6.321014,5.798871,4.699319999999999,6.560086999999999,4.5611489999999995,3.5482989999999996,5.561592,4.667985,5.519271,3.53911,4.753031,6.454166000000001,4.754674,5.616855999999999,4.137673,4.0617160000000005,5.903319000000001,6.3660190000000005,5.11311,4.628997,5.057546,6.110047,4.506532,7.6095429999999995,4.8282739999999995,4.007944,5.951957,5.284167,4.0556529999999995,5.342078,3.531542,8.353605,4.633026999999999,4.262923000000001,4.56891,6.175693,5.175973,5.259107,4.962281,4.291661,7.499469,4.597422,4.429768,6.3704730000000005,5.428342,4.252968
